id,query1,query2,label
13363,肺气肿可以喝补肺丸吗？,补肺丸哪个牌子好,0
13364,肺炎支原体阳性吃什么药？,肺炎支原体阳性患者该吃什么药？,1
13365,变异性哮喘病是什么原因导致的,引发变异性哮喘病的原因是什么？,1
13366,孩子咳嗽有哮喘的征兆怎么办？,孩子咳嗽有哮喘的征兆如何是好？,1
13367,过敏性哮喘和变异性哮喘有啥区别,变异性哮喘是怎么得的,0
13368,琥乙红霉素片是消炎药吗,琥乙红霉素颗粒是不是消炎药,1
13369,气紧胸闷肺气肿如何处理？,肺气肿，胸闷，气短，怎么办？,1
13370,扁桃体经常反复请问还需要补充什么吗,扁桃体炎怎么治疗,0
13371,哮喘支气管炎咳嗽好多年了怎么办,吃什么对支气管炎哮喘咳嗽有好处？,0
13372,宝宝得肺炎好了后隔离多久,孩子病毒性肺炎好了后隔离多长时间？,1
13373,肺气肿患者在饮食方面有什么禁忌？,肺气肿病人能吃公鸡吗？,0
13374,请问气紧胸闷肺气肿怎么办？,气紧胸闷肺气肿该怎么做？,1
13375,过敏性哮喘应该怎么治?,过敏性哮喘有何症状,0
13376,请问肺气肿怎么有效治疗？,肺气肿能治好吗,0
13377,阿莫西林胶囊怎么吃,阿莫西林胶囊是消炎药吗,0
13378,儿童肺炎一定会发烧吗?,儿童肺炎怎么治疗,0
13379,阿奇霉素片注意事项有哪些,阿奇霉素片能治疗哪些病？,0
13380,复方甘草口服溶液适用人群有哪些,复方甘草口服溶液可以给哪些人服用,1
13381,胸膜炎的结节影是怎么回事,胸膜炎有结节影什么办法可以去掉,0
13382,非洛地平缓释片波依定的价格多少,非洛地平缓释片波依定的适应症是什么？,0
13383,我经常感冒是怎么回事？,我经常感冒是不是体质弱？,0
13384,一直流鼻涕打喷嚏怎么办,一直流鼻涕打喷嚏用吃药吗,0
13385,咳嗽变异性哮喘会自愈吗,咳嗽变异性哮喘能否自愈,1
13386,过敏性哮喘会不会影响寿命?,突发过敏性哮喘怎么自救,0
13387,一来月经就感冒是怎么回事,一来月经就感冒是咋回事,1
13388,变异性哮喘吃什么好?,什么是变异性哮喘,0
13389,普通感冒跟病毒性感冒的区别,普通感冒需要吃药吗,0
13390,一直流鼻涕是怎么回事啊,总是流鼻涕应该怎么办,1
13391,在徐州云龙区哪里有卖雷氏大补阴丸的呢,雷氏大补阴丸和大补阴丸的功效作用一样吗,0
13392,药店里面兆康金莲花胶囊的售价是多少,兆康金莲花胶囊和金银花的功效一样吗,0
13393,病毒性肺炎怎么通过血液检查出？,做血常规能检查出肺炎吗,0
13394,肺气肿能办慢性病门诊的治疗手续吗,慢性病门诊能治疗肺气肿吗？,1
13395,小孩受凉感冒该用哪种感冒药,小孩受凉感冒咳嗽可以服用中成药吗,0
13396,怀孕后能吃感冒药吗,怀孕期间感冒了吃感冒药行吗,1
13397,孩子3岁肺炎咳嗽怎么办啊,三岁宝宝肺炎咳嗽怎么办？,1
13398,变异性哮喘，该做什么检查确诊,变异性哮喘确诊需要做什么检查？,1
13399,得胸膜炎后如何照顾自己,得胸膜炎后要怎样照顾自己,1
13400,URI-上呼吸道感染如何诊断检查,怎样检查出URI-上呼吸道感染,1
13401,补肺丸治疗肺气肿吗,肺气肿吃补肺丸有用吗？,1
13402,老是咳嗽到底是不是咳嗽变异性哮喘,咳嗽变异性哮喘严重吗,0
13403,新型肺炎存在人传人现象,新型肺炎怎么治疗,0
13404,请问老人肺气肿为什么冬天咳嗽得很厉害？,老人肺气肿冬天咳嗽的更厉害的原因是什么？,1
13405,小孩高烧反复不退怎么办？,小孩子发烧持续不退怎么办,1
13406,咳喘灵口服液专治什么病症,咳喘灵口服液的功效如何,1
13407,没有得过胸膜炎怎么会胸膜增厚,没有得过胸膜炎为什么会胸膜增厚,1
13408,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片是什么药,0
13409,来月经时能不能吃感冒药,吃了感冒药，月经会不会退后？,0
13410,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染，不打吊瓶可以吗？,1
13411,经常感冒是怎么引起的啊？,经常感冒有什么办法治吗？,1
13412,过敏性哮喘和一般哮喘的区别是什么,过敏性哮喘和一般哮喘怎样区别,1
13413,宝宝得了肺炎多久能康复?,宝宝得了肺炎应该怎么照顾,0
13414,拉米夫定的副作用跟不良反应有什么？,拉米夫定的主要成分有什么？,0
13415,肺气肿，双肺大泡.请问怎么治疗?,如何治疗肺气肿，双肺大泡?,1
13416,哺乳期腹股沟淋巴结肿大需要怎么治,哺乳期腹股沟淋巴结肿大怎么治,1
13417,三个月宝宝鼻子呼呼响没看到鼻涕咋回事,三个月宝宝鼻子呼呼响没看到鼻涕是什么原因,1
13418,您好干咳无痰适合吃通宣理肺丸吗,肺结核患者可以吃通宣理肺丸吗,0
13419,三个月宝宝鼻子呼呼响没看到鼻涕是什么情况,三个月宝宝鼻子不通气有小妙招吗,0
13420,阿莫西林是否有消炎的功效？,阿莫西林有消炎作用吗？,1
13421,宝宝肺炎高烧呕吐要怎么治疗,宝宝抽筋吐白沫是肺炎吗,0
13422,消炎药和感冒药能一起吃吗,消炎药和感冒药能同时吃吗,1
13423,得了咳嗽变异性哮喘怎么办,得了咳嗽变异性哮喘吃东西需要注意什么,0
13424,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗可不可以治愈,1
13425,月子里感冒流鼻涕能用什么药,月子里感冒流鼻涕怎样治疗,1
13426,孩子咳嗽哮喘，坚持凉水洗澡行吗,孩子咳嗽哮喘吃什么药效果好？,0
13427,咳嗽变异性哮喘会变成典型哮喘吗,哮喘典型的临床表现为什么?,0
13428,小孩肺炎的早期症状有哪些?,小儿早期肺炎的症状是什么,1
13429,孕妇可以吃的感冒药有哪些牌子,孕妇吃的食物用特别清洗吗,0
13430,胸膜炎治疗好之后为什么还痛,胸膜炎治疗好之后还痛是为什么呀？,1
13431,请问头孢氨苄甲氧苄啶片可以胸膜炎吗,请问头孢氨苄甲氧苄啶片治疗胸膜炎有哪些要注意？,0
13432,请问肺气肿需要做手术吗？,肺气肿有必要做手术吗？,1
13433,怀孕期间吃了感冒药会不会影响胎儿,怀孕期间吃感冒药对胎儿有什么影响吗,1
13434,孩子感冒了可以打预防针吗？,刚打过预防针可以吃感冒药吗？,0
13435,月经期间吃感冒药物对身体有影响吗,月经期间吃感冒药物对身体有哪些影响,1
13436,请问感冒的时候可以喝枸杞吗？,感冒的时候能不能喝枸杞,1
13437,服用缬沙坦分散片后会伤肾吗,服用缬沙坦分散片服药禁忌是什么,0
13438,感冒清热颗粒的副作用有哪些,感冒清热颗粒的副作用是什么？,1
13439,"孕妇感冒,咽喉肿痛,能按那些穴位",哪些穴位可以缓解孕妇感冒，咽喉肿痛,1
13440,感冒会造成心跳加速吗?,感冒引起心跳加速吗?,1
13441,新型肺炎危重症患者三大特征,新型隐球菌肺炎 新型隐球菌肺炎咨询,0
13442,请问晚期肺气肿治疗可用哪些药物？,肺气肿晚期该用什么药进行治疗？,1
13443,请问怀孕早期感冒对胎儿有影响吗？,怀孕早期感冒应该注意什么,0
13444,我最刚得的肺气肿病怎么治,什么是肺气肿病,0
13445,肺炎的早期症状有哪些?,早期症状的肺炎有什么表现,1
13446,感冒打防疫针有什么危害吗,感冒期间打疫苗会怎样?,1
13447,肺气肿是什么病？严不严重？,肺气肿是怎样的？好不好治？,1
13448,请问老人肺气肿为什么冬天咳嗽得很厉害？,老人肺气肿怎么引起的,0
13449,顺庆区接种23价肺炎出现不良反应？,后悔打23价肺炎了？,1
13450,得了胸膜炎好不好治,得了胸膜炎能治愈吗,1
13451,哺乳妈妈感冒了能喂孩子吗?,宝宝感冒了可以喝冰糖水吗？,0
13452,右侧胸膜炎为什么左胸偶尔疼痛,左胸偶尔疼痛什么引起的,0
13453,用阿奇霉素干混悬剂治疗小儿支原体肺炎见效吗？,阿奇霉素干混悬剂有什么副作用？,0
13454,肺气肿早期咳嗽不断怎么治?,肺气肿早期咳嗽不断如何治疗？,1
13455,肺气肿需要做的检查项目有什么啊？,肺气肿都有哪些检查项目？,1
13456,得过胸膜炎可以保重大疾病险吗？,得过胸膜炎治愈后用不用定期检查,0
13457,反复的胸口疼然后就后面左边疼是怎么回事？,胸膜炎有哪些治疗方法？,0
13458,长江阿奇霉素分散片治疗咽炎的作用如何呢,长江阿奇霉素分散片有什么副作用吗,0
13459,上呼吸道感染:咳嗽半个月,上呼吸道感染半个月了，白天咳嗽的厉还,0
13460,怀孕感冒吃了感冒清怎么办,怀孕感冒吃了感冒清有什么影响吗,1
13461,孕妇经常闻花露水和风油精有影响吗,孕妇经常闻风油精和花露水行吗,1
13462,孩子患了肺炎要怎么办呢？,小孩子得了肺炎怎么办呢,1
13463,请问肺炎能引起氮质血症吗？,肺炎可以引起氮质血症吗,1
13464,阿莫西林胶囊联邦阿莫仙有效期多长时间呢,服用阿莫西林胶囊联邦阿莫仙需要忌口吗,0
13465,请问布地奈德混悬液有什么作用啊,布地奈德混悬液的作用是什么？,1
13466,如何确诊布氏菌肺炎如何？,布氏菌肺炎有怎样的治疗办法？,0
13467,大咯血的处理原则是什么?,大咯血的什么病?,0
13468,什么是胸膜炎的结节影,胸膜炎的结节影是什么意思,1
13469,妈妈感冒了，宝宝能吃母乳吗,妈妈感冒了需要和宝宝隔离吗,0
13470,流鼻涕能吃阿莫西林吗？,流鼻涕是感冒了吗？,0
13471,孩子肺炎怎么治疗好得快一点,孩子的肺炎怎么治疗效果更好,1
13472,感冒药和退烧药一起服用行不行,退烧药需要间隔4到6小时使用一次吗,0
13473,九个月宝宝流鼻涕怎么办,九个月宝宝流鼻涕是不是感冒的症状,0
13474,胸膜炎在复查阶段咳嗽这是什么疾病？,胸膜炎在复查阶段咳嗽是怎么回事？,0
13475,23价肺炎疫苗价格多少呢？,打一次23价肺炎疫苗用多少钱,1
13476,全国新型肺炎实时动态症状,新型肺炎的潜伏期,0
13477,胸膜炎如何治疗？饮食方面有哪些建议？,胸膜炎要怎么治疗？饮食方面有什么要注意的？,1
13478,咳嗽的厉害有痰是不是可以吃蛇胆川贝液,牛黄蛇胆川贝液咳嗽能喝吗？,0
13479,有点流鼻涕可以打预防针吗,宝宝有点流鼻涕打了预防针怎么办?,0
13480,大肠杆菌性肺炎是什么病,大肠杆菌性肺炎能治疗吗？,0
13481,23价肺炎疫苗要不要打,23价肺炎疫苗必须打吗,1
13482,5岁小孩感冒流鼻涕咳嗽吃什么药物,5岁小孩感冒流鼻涕咳嗽应该吃什么药才好,1
13483,豆腐炖黄豆芽对胸膜炎有好处吗,豆腐炖黄豆芽对胸膜炎有什么益处吗,1
13484,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕怎么治？,1
13485,回吸鼻涕带血的问题怎么回事,回吸鼻涕带血是上火吗,0
13486,病毒性感冒要几天才能好？,病毒性感冒一般需要几天能痊愈？,1
13487,7价肺炎疫苗打完周围发红是怎么回事？,7价肺炎疫苗有副作用吗？,0
13488,感冒了还能给孩子喂奶吗?,感冒了给孩子喂奶有什么影响吗,1
13489,上呼吸道感染应该吃什么药,上呼道感染能吃什么药,1
13490,罗红霉素对牙龈炎有用吗,牙龈炎吃罗红霉素可以吗,1
13491,沙丁胺醇气雾剂有什么副作用的吗,如何正确使用沙丁胺醇气雾剂,0
13492,肺炎支原体阳性吃什么药？,肺炎支原体阳性适宜吃什么药？,1
13493,惠菲宣愈美片治疗的效果怎么样,惠菲宣愈美片功效好不好,1
13494,新型冠状病毒感染的肺炎是什么症状,感染冠状病毒的潜伏期是多长？,0
13495,众生胶囊是饭前吃还是饭后在吃呀,服用众生胶囊有哪些需要注意的？,0
13496,回吸鼻涕带血的问题怎么回事,回吸鼻涕带血是有鼻炎吗,0
13497,众生丸可以治痘痘吗我不知道有没有用,大人和孩子都可以吃众生丸吗,0
13498,龙鹿丸太补吃了嗓子疼怎么办,龙鹿丸适用于哪些人群,0
13499,孕妇上呼吸道感染吃什么药?,孕妇上呼道感染是什么引起的,0
13500,得了小儿支原体肺炎应该注意什么？,小儿支原体肺炎的注意事项有哪些？,1
13501,服用金桥千里光胶囊后会引起什么样的不良反应呢,金桥千里光胶囊有治疗鼻炎的功效吗,0
13502,孩子感冒咳嗽如何判断是上呼吸道感染,上呼吸道感染孩子感冒咳嗽，鼻塞,0
13503,怀孕期间感冒了可以吃感冒药吗,怀孕期间感冒了能吃感冒药吗,1
13504,宝宝2岁上呼吸道感染反复发烧该怎么办,2岁宝宝上呼吸道感染反复发烧，怎么回事？,0
13505,咳嗽造成肺炎正在打针可以吃清蒸螃蟹吗,咳嗽造成肺炎正在打针吃清蒸螃蟹对病情有影响吗,0
13506,体质差容易感冒怎么办？,体质差容易感冒的宝宝能吃营养品吗？,0
13507,请问四岁宝宝三天前检查出肺炎怎么办？,宝宝得了肺炎怎样治疗,1
13508,强力止咳宁胶囊能和阿莫西林胶囊一起吃吗,强力止咳宁胶囊是清热解毒的药吗,0
13509,胸闷气短是胸膜炎的症状吗,胸闷气短是胸膜炎吗？,0
13510,我好像感冒了，鼻子流水不留鼻涕怎样治,我好像感冒了，鼻子流水不留鼻涕有什么办法,1
13511,小孩子一直打喷嚏是不是感冒了？,小孩子一直打喷嚏是感冒了吗,1
13512,怀孕五个多月感冒怎么做好,怀孕五个多月感冒了有什么办法,1
13513,过敏性哮喘能活多长时间,过敏性哮喘对药物有依赖吗,0
13514,咳嗽变异性哮喘怎么办？,怎么治疗咳嗽变异性哮喘？,1
13515,三个月宝宝鼻子呼呼响没看到鼻涕是为什么,三个月宝宝鼻子不透气是鼻炎吗,0
13516,支气管炎哮喘吃啥药好？,支气管炎哮喘是种什么病？,0
13517,感冒后流鼻涕嗓子痒咳嗽怎么办,感冒后流鼻涕嗓子痒咳嗽如何处理？,1
13518,支原体肺炎吃什么药好?,支原体肺炎有哪些症状?,0
13519,孕妇感冒了，有什么办法吗,孕妇感冒了，怎么办才好啊,1
13520,立先裸花紫珠胶囊有啥作用效果好吗,立先裸花紫珠胶囊的疗效好吗,1
13521,众生丸饭后使用吗服用是需要注意什么呢,众生丸是治疗什么病的,0
13522,哺乳期的妈妈能否吃感冒药,浦乳期不小心感冒了，能不能吃些感冒药？,1
13523,请问肺气肿复发率高吗？,肺气肿复发可能性大吗,1
13524,小孩上呼吸道感染咳嗽吃什么药,小孩上呼道感染需要吃什么药,1
13525,请问咳嗽变异性哮喘可以彻底治好吗,咳嗽变异性哮喘怎么治疗,0
13526,为什么支气管炎哮喘的反复咳咳不见好转的呢,支气管炎哮喘的反复咳咳不见好转是什么原因,1
13527,一直流清鼻涕打喷嚏吃什么药效果好？,感冒除了流鼻涕还有别的其他状况没有？,0
13528,哮喘和变异性哮喘到底哪个厉害,变异性哮喘和哮喘区别有什么啊？,0
13529,肺炎一般要治疗多久才能痊愈?,肺炎需要多久能完全治愈,1
13530,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸适应孕妇服用吗？,0
13531,小孩长期流鼻涕是怎么回事？,小孩长期打喷嚏是不是病毒性感冒？,0
13532,孕妇感冒最快治疗方法有什么,孕妇感冒吃什么好的快,0
13533,肺气肿患者饮食需要注意什么,有肺气肿的病人吃什么好？,0
13534,小孩肺炎一定要住院吗?,儿童肺炎吃什么药,0
13535,热毒平颗粒乐达非都由什么制成的呀,热毒平颗粒乐达非有哪几种药剂制成的,1
13536,肺炎胸膜炎是什么引起的,是什么引起肺炎胸膜炎的,1
13537,宝宝反复肺炎有什么办法,宝宝反复肺炎有后遗症吗,0
13538,来月经感冒了可以打针吗,来月经期间感冒打针有什么影响吗,1
13539,13价肺炎有必要打吗?,永城市接种13价肺炎疫苗哪个医院好？,0
13540,很容易感冒是怎么回事？,特别难受，感冒吃什么好？,0
13541,胸膜炎康复后胸痛如何是好,胸膜炎康复后胸还痛怎么办,1
13542,哺乳期感冒吃什么药能好？,哺乳期感冒吃什么药不影响哺乳,0
13543,孩子感冒发烧，输液好几天了，不见好转需要怎么办,孩子感冒发烧输水未见好转怎么办,1
13544,得了哮喘有哪些方法保养？,哮喘比较严重，如何治疗？,0
13545,肺气肿病人经常吸氧好吗?,吸氧对肺气肿不好对吗?,0
13546,儿童反复上呼吸道感染怎么办？,儿童反复上呼吸道感染是什么原因？,0
13547,鼻渊通窍颗粒有降温的作用吗,鼻渊通窍颗粒孕妇可以吃吗,0
13548,胸膜炎照x光可以查出来吗,胸膜炎照x光能不能查出来,1
13549,你好请问众生丸是主治什么的,众生丸有清热解毒的作用吗,0
13550,哮喘病的发病原因有哪些？,哮喘病发病怎么治？,0
13551,北京哪家医院治疗哮喘好？,北京哪家医院治疗哮喘效果好？,1
13552,过期的阿莫西林胶囊疗效怎样,阿莫西林胶囊保质期是多久,0
13553,支气管炎有什么最佳治疗方案？,治疗支气管炎效果最好的方法是什么?,1
13554,防控肺炎父母不听劝怎么办,防控肺炎家人不听劝,1
13555,一来月经就感冒是咋回事,一来月经就感冒是什么原因,1
13556,氟康唑胶囊的注意事项有哪些,服用氟康唑胶囊后服用药物期间有哪些注意事项呢,0
13557,孩子得了支原体肺炎怎么办才好？,你家小孩子得了支原体肺炎该怎么做？,1
13558,宝宝流黄色的粘稠鼻涕怎么治,宝宝流黄色的粘稠鼻涕该怎么治,1
13559,两岁半宝宝用复方异托溴铵做雾化用量多少,两岁半宝宝用复方异托溴铵做雾化的用量是什么？,1
13560,小孩6岁干咳他服用复方桔梗止咳片可以吗,服用复方桔梗止咳片可以治疗干咳吗,1
13561,衣原体肺炎和支原体肺炎哪个严重,支原体感染和衣原体感染有什么区别？,0
13562,肺气肿的治愈方法有哪些？,怎么治愈肺气肿？,1
13563,小儿推拿能治疗支原体肺炎吗,孩子支原体咳嗽有什么按摩方法？,0
13564,扁桃体炎复发要补充什么呢,扁桃体炎的反复怎么办呢,0
13565,病毒性感冒和普通型感冒有什么不同？,普通感冒和病毒性感冒有什么区别？,1
13566,23价肺炎疫苗打后发烧正常吗,23价肺炎疫苗打后发烧吃什么药,0
13567,一般情况下缬沙坦胶囊多少钱一盒的,缬沙坦胶囊主要成分是什么？,0
13568,得了过敏性哮喘的病人要注意什么事?,得了过敏性哮喘的病人典型的症状是什么,0
13569,要喝多久益肺清化颗粒才为一疗程呢,益肺清化颗粒是中成药吗,0
13570,怀孕期间感冒了，对胎儿都有什么影响,怀孕期间感冒对胎儿影响都有什么,1
13571,2岁宝宝上呼吸道感染反复发烧怎么办,宝宝2岁上呼吸道感染反复发烧该怎么治疗,1
13572,刚刚怀孕的第一个月吃氢溴酸右美沙芬分散片可取吗？,氢溴酸右美沙芬分散片是治疗什么的？,0
13573,结合性胸膜炎主要吃哪几种药？,请问结合性胸膜炎吃什么药？,0
13574,孕妇感冒了能吃感冒灵颗粒吗,孕妇感冒了咳嗽能吃消炎药吗,0
13575,过敏性哮喘和一般哮喘有区别吗,过敏性哮喘应该吃什么药,0
13576,绿脓杆菌肺炎的治疗方法有哪些,绿脓杆菌肺炎是什么引发的？,0
13577,上呼吸道感染低烧反复发作,上呼吸道感染低烧反复发作是什么原因,0
13578,胸膜炎症为什么会引起肋间神经痛,发现有胸膜炎症怎么办,0
13579,小孩有点咳嗽一点痰能吃小儿咳喘灵颗粒吗,小儿咳宁糖浆能治好孩子咳嗽吗？,0
13580,牙龈出血吃众生丸有什么用处,众生丸可以治疗牙龈出血的症状吗,1
13581,肺气肿晚期应用什么药医治,肺气肿晚期传染吗？,0
13582,我想知道咳嗽变异性哮喘有没有非常严重的,咳嗽变异性哮喘能治愈吗,0
13583,肺气肿的护理要怎么做？,肺气肿做雾化好吗？,0
13584,肺炎支原体阳性输液要多久转阴,肺炎支原体阳性是什么意思,0
13585,肺炎一般要治疗多久才能痊愈?,肺炎推拿可以治好吗,0
13586,新冠状肺炎潜伏期如何发现,新型肺炎的潜伏期特征,1
13587,肺气肿用什么中草药能治好？,肺癌化疗期间可以喝止痛的草药吗？,0
13588,变异性哮喘常见的症状有哪些?,变异性哮喘吃什么药好,0
13589,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕是感冒吗,0
13590,肺气肿可以彻底治好吗?,肺气肿可以被治愈吗?,1
13591,什么是咳嗽变异性哮喘?,什么是变异性咳嗽哮喘？,1
13592,变异性哮喘确诊需要做什么检查？,确诊变异性哮喘需要做哪些检查？,1
13593,请问百令胶囊一天需要服用多少呢？,请问百令胶囊的注意事项是什么？,0
13594,儿童变异性哮喘怎么治疗？,儿童变异性哮喘怎么办？,1
13595,咳嗽老是不好总是反反复复咳得难受怎么办,咳嗽得难受用什么办法可以缓解症状,1
13596,胸膜炎、胸部疼痛怎么办,初诊胸膜炎胸疼痛该怎么办,0
13597,肺炎早期的症状有哪些症状,肺炎早期症状有哪些,1
13598,胸膜炎治好后胸痛是复发了吗,胸痛是咋回事,0
13599,请问治疗胸膜炎可以使用激素吗?,请问使用激素可以治疗胸膜炎嘛？,1
13600,过敏性哮喘怎么治疗好?,过敏性哮喘饮食上应该吃什么,0
13601,胸闷气短是不是胸膜炎的症状？,胸闷气短是胸膜炎的症状之一吗？,0
13602,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片适用于什么人群？,0
13603,孩子感冒咳嗽怎样判断是上呼道感染,孩子感冒咳嗽怎么看出来是上呼吸道感染,1
13604,支气管炎的最佳治疗方法是什么,治疗支气管炎要注意什么？,0
13605,感冒了吃中药还是西药好？,感冒了不吃药能康复吗,0
13606,最近胸闷咳嗽呼吸困难是不是得了哮喘？,最近胸闷咳嗽呼吸困难是得了哮喘吗？,1
13607,肺炎衣原体感染怎样能治愈,小儿肺炎衣原体感染能治好吗,0
13608,请问素比伏有什么副作用吗,请问素比伏能长期服用吗,0
13609,肺气肿的并发症对身体有什么危害？,肺气肿的并发症对身体有哪些伤害？,1
13610,过敏性哮喘和一般哮喘怎样区别,过敏性哮喘和荨麻疹有区别吗,0
13611,四环素片服用一般不超过多长时间,四环素片有哪些适应症？,0
13612,肺炎输液用哪种药比较好?,吴中区接种肺炎疫苗哪个医院好？,0
13613,消散延迟性肺炎如何诊断检查,消散延迟性肺炎有哪些症状？,0
13614,ct报告右肺中叶索条是什么病还有肺气肿,右肺中叶索条如何治疗,0
13615,咳嗽变异性哮喘需要长期用药吗,咳嗽变异性哮喘注意些什么？,0
13616,新型肺炎危重症患者三大特征,新型隐球菌血症，卡式肺孢子菌肺炎复合感染 侵袭性真菌菌血症,0
13617,怀孕四个月孕妇可以闻风油精吗,孕妇闻到风油精的危害有什么？,0
13618,得了过敏性哮喘该怎么办?,得了过敏性哮喘这种情况如何处理？,1
13619,两岁的小孩有必要打肺炎疫苗嘛？,7价肺炎疫苗2岁以下的儿童一定要打吗?不打有什么影响吗?和23价的相比哪个更好?,0
13620,老年人肺气肿有什么症状？,老年人肺气肿的早期症状,1
13621,肺气肿感染要怎么推筋络？,肺气肿感染筋络要怎么推？,1
13622,剧烈运动后喝水为什么会得胸膜炎,剧烈运动需要注意怎么,0
13623,请问判定是不是胸膜炎要做什么检查？,请问判定是不是胸膜炎要怎么做？,0
13624,肺气肿是什么病?可以治愈吗?,肺气肿是怎样的?能否治好?,1
13625,阿莫西林胶囊的用法用量是多少,阿莫西林胶囊是消炎药吗,0
13626,咳嗽和喘不过来气，这怎么治疗？,咳嗽、喘不过来气、呼吸不通畅怎么治疗,1
13627,哺乳期吃了感冒药多久可以喂奶,哺乳期吃感冒药多久能喂奶？,1
13628,胸膜炎治愈后可以怀孕吗,胸膜炎治愈后能喝家人一起吃吗,0
13629,上咽痛是上呼吸道感染吗,上咽痛应该吃什么药,0
13630,宝宝多大适合打肺炎球菌疫苗？,宝宝肺炎预防针有无副作用？,0
13631,胸膜炎饮食需要注意什么,胸膜炎饮食应该注意什么,1
13632,感冒挂什么科外科还是内科,感冒挂外科还是内科,1
13633,吃完清肺散结丸一个疗程后吐的痰是什么样子,肺癌手术后可以吃清肺散结丸吗,0
13634,咳嗽变异性哮喘需要长期用药吗,咳嗽变异性哮喘什么症状,0
13635,众生胶囊和众生丸是否一样？,众生胶囊同众生丸效果相同吗？,1
13636,鼻痛鼻涕有血丝是鼻癌吗,鼻咽癌早期鼻涕带血丝还会有其他症状配合吗？,0
13637,肺纤维化肺气肿如何治疗,肺纤维化肺气肿可以治疗吗,0
13638,咳嗽变异性哮喘做什么检查可以确诊？,咳嗽变异性哮喘要怎么治疗啊？,0
13639,新型冠状病毒肺炎潜伏期,冠状病毒感染性肺炎潜伏期,1
13640,支气管炎的最佳治疗方法是什么,支气管炎有什么最佳治疗方案？,1
13641,肺炎的症状有哪些？,肺炎的主要症状,1
13642,小孩子一直打喷嚏是不是感冒了？,小孩子一直打喷嚏用不用吃药,0
13643,上呼吸道感染引起的原因有哪些,造成妊娠合并急性上呼吸道感染的原因有哪些？,0
13644,"宝宝得了肺炎,能有后遗症吗","宝宝得了肺炎,能吃中成药吗",0
13645,九个月宝宝打喷嚏流鼻涕吃什么药,宝宝感冒流鼻涕会不会引起发烧,0
13646,小孩咳嗽变异性哮喘怎么治疗？,儿童咳嗽变异性哮喘如何医治?,1
13647,孕妇感冒了能喝姜汤红糖水吗,孕妇能不能喝姜汤红糖水,1
13648,请问顺尔宁治支原体衣原体肺炎吗有效果吗,请问顺尔宁治支原体衣原体肺炎见效快吗？,0
13649,怎么治疗哮喘病，这个病传染吗？,哮喘病如何医治，是否传染？,1
13650,体质差容易感冒怎么办？,体质差容易感冒的人适合打流感疫苗吗,0
13651,哺乳期感冒可以吃什么药疗效好,哺乳期感冒对孩子有影响吗？,0
13652,我想知道金诃安儿宁颗粒主治功能是什么,我想知道金诃安儿宁颗粒功效是什么呀？,1
13653,请问肺气肿患者发病时气喘怎么办？,肺气肿患者发病时气喘如何处理？,1
13654,克拉霉素胶囊的作用是什么？适应症有哪些？,克拉霉素胶囊适合什么人群服用？,0
13655,感冒头痛全身酸痛眼睛迷糊是怎么回事,感冒头痛全身酸痛眼睛迷糊可以用抗生素吗,0
13656,咳嗽有痰不通气请问需要用什么才会恢复,咳嗽有痰不通气要吃药吗？,0
13657,一岁的小朋友能够服用复方甘草口服液的吗,复方甘草口服液的有效期是多久,0
13658,感冒喉咙痛吃什么水果好,感冒喉咙痛可以喝葱姜水吗,0
13659,小儿上呼吸道感染的病因是什么？,有哪些原因导致小儿上呼吸道感染？,1
13660,老年人肺气肿有什么症状？,老年人患肺气肿的表现？,1
13661,变异性哮喘的表现有哪些,哪些是变异性哮喘的症状,1
13662,宝宝流鼻涕鼻子不通怎么办,宝宝感冒了，流鼻涕鼻子不通，怎么办？,1
13663,吃感冒药能影响月经推迟吗,吃感冒药会不会影响例假推迟,1
13664,"胸膜炎积水,需要抽水怎么抽","胸膜炎积水,应该怎么抽水",1
13665,3个月宝肺炎恢复期咳嗽怎么办,3个月宝肺炎恢复期咳嗽如何处理,1
13666,宝宝为什么老是流鼻涕?,宝宝流鼻涕小妙招,0
13667,开空调容易造成上呼吸道感染吗？,开空调为什么会造成上呼吸道感染？,0
13668,肺部感染支气管炎会造成咯血吗？,肺部感染支气管炎咯血该怎么治疗？,0
13669,肺炎支原体检测阴性代表什么情况?,肺炎支原体检测阴性说明什么,1
13670,感冒了检查血常规有什么影响吗,感冒了检查血常规会不会有影响,1
13671,治疗过敏性哮喘哪里比较好?,过敏性的药物都是激素吗,0
13672,结核胸膜炎是怎么引起的,结核胸膜炎能不能预防,0
13673,吃感冒药后喝酒会有什么危害,吃感冒药后喝酒会有什么危险吗,1
13674,肺炎怎么治疗怎样医法?,肺炎是什么引起来的？,0
13675,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎主要检查什么指标,0
13676,"上呼吸道感染吃什么药,能不吃吗",产后上呼吸道感染吃什么药不影响奶制,0
